0,Malta,10 cents,1972,,Maltese lira,0.4501
0,San Marino,500 lire,1991,,Sammarinese lira,2.17
0,San Marino,500 lire,1994,,Sammarinese lira,1.79
0,Morocco,50 francs,1952,,Moroccan franc,1.3
0,Papua New Guinea,1 kina,1975,,Papua New Guinean kina,3.4
0,Poland,5 zlotych,1994,,Polish złoty,1.1899
0,Mexico,50 centavos,1956,,Mexican peso,2.78
0,Mexico,20 centavos,1966,,Mexican peso,0.97
0,Papua New Guinea,50 toea,1991,South Pacific Games,Papua New Guinean kina,3.8176
0,San Marino,200 lire,1995,,Sammarinese lira,1.44
0,San Marino,10 lire,1974,,Sammarinese lira,1.03
0,San Marino,20 lire,1974,,Sammarinese lira,1.06
0,San Marino,500 lire,1990,Sixteen Centuries of History,Sammarinese lira,1.98
0,San Marino,500 lire,1996,,Sammarinese lira,1.9378
0,Portugal,50 centavos,1929,,Portuguese escudo,1
0,San Marino,500 lire,1992,500th Anniversary - Discovery of America,Sammarinese lira,1.93
0,San Marino,10 centesimi,1935,,Sammarinese lira,5
0,San Marino,500 lire,1995,,Sammarinese lira,1.974
0,Romania,25 bani,1955,,Romanian leu,0.99
0,United Kingdom,1 shilling,1953,English arms, three lions on crowned shield,Pound sterling (pre-decimal),0.9899
0,San Marino,500 lire,1988,Strengthening of San Marino,Sammarinese lira,2.1
0,San Marino,100 lire,1976,Respublica,Sammarinese lira,1.16
0,San Marino,2 lire,1974,,Sammarinese lira,1.01
0,San Marino,5 lire,1974,,Sammarinese lira,1
0,San Marino,500 lire,1986,Evolution of Technology,Sammarinese lira,1.86
0,San Marino,500 lire,1984,Scientists,Sammarinese lira,1.64
0,San Marino,1 lira,1974,,Sammarinese lira,1
0,San Marino,500 lire,1993,,Sammarinese lira,1.8848
0,San Marino,1000 lire,1998,,Sammarinese lira,3.735
0,San Marino,200 lire,1994,,Sammarinese lira,1.49
0,San Marino,1000 lire,1997,,Sammarinese lira,3.69
0,San Marino,1000 lire,1999,,Sammarinese lira,3.97
0,San Marino,100 lire,1979,Institutional Organs of the State,Sammarinese lira,1.27
0,San Marino,200 lire,1997,,Sammarinese lira,1.44
0,San Marino,5 centesimi,1935,,Sammarinese lira,5.1862
0,San Marino,500 lire,1985,Fight Against Drugs,Sammarinese lira,1.99
0,San Marino,200 lire,1996,,Sammarinese lira,1.75
0,San Marino,500 lire,1998,,Sammarinese lira,1.95
0,San Marino,200 lire,1981,Peace,Sammarinese lira,1.3
0,San Marino,200 lire,1989,Sixteen Centuries of History,Sammarinese lira,1.7
0,Switzerland,1 franc,1968,,Swiss franc,1.1
0,Spain,100 pesetas,1985,,Spanish peseta,2.89
0,Switzerland,2 francs,1969,,Swiss franc,2.18
0,Switzerland,20 rappen,1951,,Swiss franc,1.16
0,Switzerland,1 franc,1979,,Swiss franc,1.1
0,Switzerland,20 rappen,1955,,Swiss franc,0.91
0,Sweden,1 krona,1968,,Swedish krona,2.35
0,Spain,100 pesetas,1989,,Spanish peseta,1.66
0,Spain,500 pesetas,1987,,Spanish peseta,6
0,Spain,500 pesetas,1988,,Spanish peseta,2.1
0,Switzerland,½ franc,1957,,Swiss franc,2.5
0,Switzerland,1 franc,1964,,Swiss franc,3.16
0,Spain,200 pesetas,1995,Murillo and El Greco Paintings,Spanish peseta,5
0,Spain,100 pesetas,1986,,Spanish peseta,1.12
0,Spain,100 pesetas,1995,FAO,Spanish peseta,1.13
0,Sweden,50 öre,1944,,Swedish krona,2.18
0,Switzerland,1 franc,1992,,Swiss franc,1.11
0,Switzerland,5 francs,1984,,Swiss franc,5.42
0,Switzerland,20 rappen,1932,,Swiss franc,1.06
0,Switzerland,10 rappen,1949,,Swiss franc,1.05
0,Switzerland,1 franc,1971,,Swiss franc,1.1
0,Tunisia,1 dinar,1997,,Tunisian dinar,0.57
0,Switzerland,2 francs,1968,,Swiss franc,2.21
0,Switzerland,5 francs,1969,,Swiss franc,11.8753
0,USA,½ dollar,1964,Kennedy Half Dollar,United States dollar,8.04
0,Italy,200 lire,1981,FAO - World Food Day,Italian lira,0.9496
0,Italy,100 lire,1974,100th Anniversary - Birth of Guglielmo Marconi,Italian lira,0.85
0,Italy,1 lira,1954,,Italian lira,0.35
0,Italy,100 lire,1979,Food and Agricultural Organization of the United Nations,Italian lira,0.99
0,Chile,10 centavos,1975,,Chilean peso,0.4
0,China,1 jiao,1998,,Chinese yuan,0.22
0,Brazil,1000 reis,1900,400th Anniversary - Discovery of Brazil,Brazilian reis,226.3935
0,China,2 jiao,1981,,Chinese yuan,24.3931
0,India,2 paise,1964,,Indian rupee,0.373
0,Brunei,50 sen,1988,,Brunei dollar,3.0875
0,Saudi Arabia,5 halalas,1977,,Saudi riyal,0.5392
0,Greenland,1 krone,1926,,Danish krone,20.0115
0,Iceland,50 aurar,1981,,Icelandic króna,0.55
0,Madagascar,5 francs,1980,,Malagasy ariary,1.2136
0,Afghanistan,1 pul,1930,,Afghan afghani,42.4513
0,Armenia,5 dram,1994,,Armenian dram,0.43
